Name,1,2,3,5,1_1,6,7,7b,19,21a,21b,21c,Tested By,Known Issues
NBA Ballers,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,/u/RDR007,None
NBA Ballers: Phenom,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
NBA Inside Drive 2002,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,/u/JazzyQTravels,None
NBA Inside Drive 2003,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
NBA Inside Drive 2004,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/JazzyQTravels,None
NBA Jam 2004,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,/u/maty15987,Freezes at loading screen
NBA Live 06,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
NBA Live 07,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,Imadummy,"Crashes during ""NBA LIVE 07"" loading screen"
NBA Live 2002,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,/u/JazzyQTravels,None
NBA Live 2003,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/JazzyQTravels,None
NBA Live 2004,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/JazzyQTravels,None
NBA Live 2005,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/JazzyQTravels,None
NBA Starting Five,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,Low FPS in basket area
NBA Street V3,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Stikmars,Intro stutters but gameplay is normal.
NBA Street Vol. 2,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Gustavo_margutti,Tested with a NTSC copy on a NTSC console. A bit of stuttering on FMVs and Main Menu music. The game is very playable.
NCAA College Basketball 2K3,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Unknown,None
NCAA College Football 2K3,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
NCAA Football 06,untested,untested,untested,untested,untested,supported,playable,untested,untested,untested,untested,untested,Imadummy,"March Madness 2006 demo must be started from inside the game, the controller will auto-vibrate in the loading screen before the match"
NCAA Football 07,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
NCAA Football 08,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
NCAA Football 2003,untested,untested,untested,untested,untested,untested,menus,untested,untested,untested,untested,untested,Imadummy,Hangs at the pre-game loading screen
NCAA Football 2004,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
NCAA Football 2005,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,stuttering during the intro music and framerate drops when many players are on screen
NCAA Football 2005/Topspin Combo,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Imadummy,NCAA Football has stuttering during the intro music and framerate drops when many players are on screen. Top Spin must be run from its own xbe or game will crash to dashboard
NCAA March Madness 06,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Unknown,NCAA Football 06 demo must be started from inside the game
NCAA March Madness 2004,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,Commentator voices stutter during game
NCAA March Madness 2005,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Unknown,None
Need for Speed Carbon,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Need for Speed Most Wanted (2005),playable,playable,in-game,in-game,playable,in-game,in-game,in-game,in-game,in-game,in-game,in-game,"Gustavo_margutti, Wolf","With xefu, xefu2, and xefu1_1, FMVs lag and low framerate sometimes during a race, but the game is playable. With all other xefus, Xbox encountered error after some races in career. Audio sometimes pops/crackles."
Need for Speed Underground,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,playable,Gustavo_margutti,"After completing 10 races, the game no longer loads. The problem occurs with NTSC and PAL. To fix this: disable autosave, after you finish a race press ""Continue"" and the game will ask if you wanna save the game, choose ""No"". After you finish playing the game, go back to ""Underground Menu"", go to ""Save"" and there you can save your progress."
Need for Speed Underground 2,playable,playable,playable,playable,playable,playable,playable,playable,playable,playable,playable,playable,"Imadummy, Wolf",Main game a little laggy sometimes but plays fine. Burnout 3 demo freezes a few seconds into the race
Need for Speed: Hot Pursuit 2,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,"LazyIllusion, HatKid421",Black screen when in gameplay but can blindly play
Neighbours from Hell,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
New Legends,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
NFL 2K2,intro,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,Taskmaster,"The game only plays the intro. After that, the game goes into the pre-game loading screen and causes a fatal crash."
NFL 2K3,untested,untested,untested,untested,untested,supported,playable,untested,untested,untested,untested,untested,@Hamiltron#2183,Takes a long time to boot to main menu. Fully playable.
NFL Blitz 20-02,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,Unknown,None
NFL Blitz 20-03,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,Unknown,None
NFL Blitz Pro,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,ItsAshleyFTW,None
NFL Fever 2002,untested,untested,untested,untested,untested,untested,menus,playable,unplayable,unplayable,unplayable,unplayable,"Imadummy, Derf","Report of freezing as the match starts on xefu7, may be an issue with xefu7b on specific minigames? Fusion Frenzy demo is playable if started from its own .xbe. Crashes at Xbox logo on Xefu2019 through Xefu2021c. Came with xefu2019 on Xbox One."
NFL Fever 2003,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Imadummy,None
NFL Fever 2004,untested,untested,untested,untested,untested,supported,unplayable,untested,untested,untested,untested,untested,Imadummy,Hangs at the Xbox logo with xefu7. Xefu6 is officially supported.
NFL Head Coach,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
NFL Street,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Gustavo_margutti,None
NFL Street 2,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"Riley541, Gustavo_margutti (reported getting stuck on title screen)",Runs fine for Riley541
NHL 06,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
NHL 07,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,/u/RDR007,Fatal Error when attempting to load into a match; also severe audio stuttering issues.
NHL 2002,untested,untested,untested,untested,untested,untested,intro,untested,untested,untested,untested,untested,Unknown,Black Screen after loading
NHL 2003,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,Sound Issues
NHL 2004,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,Unknown,None
NHL 2005,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Unknown,None
NHL 2K3,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Mitch1256,None
NHL 2K6,untested,untested,untested,untested,untested,untested,intro,untested,untested,untested,untested,untested,Unknown,Game freezes while playin the Visual Concepts Logo
NHL 2K7,untested,untested,untested,untested,untested,untested,intro,untested,untested,untested,untested,untested,Unknown,"Black screen after loading, no freeze"
NHL Hitz 20-02,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,Mitch1256; Imadummy,Can’t see a menu (only video on background) but you can navigate it by heart/guesswork. Game plays normally once you get there
NHL Hitz 20-03,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Mitch1256,None
NHL Hitz Pro,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Unknown,None
NHL Rivals 2004,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,Mitch1256,"Crowd, puck texture issues (only white)"
Nickelodeon Party Blast,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,Sunnie64,Sound problems in most minigames
Nightcaster,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,RollPlayStation,None
Nightcaster II: Equinox,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Ninja Gaiden,untested,untested,supported,untested,untested,untested,playable,untested,untested,untested,untested,untested,LazyIllusion,None
Ninja Gaiden Black,untested,untested,supported,untested,untested,untested,playable,untested,untested,untested,untested,untested,LazyIllusion,The unlockable NES game cannot be played
Nobunaga no Yabou: Ranseiki,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Stikmars,None
N.U.D.E. Natural Ultimate Digital Experience,untested,untested,untested,untested,untested,untested,menus,untested,untested,untested,untested,untested,Imadummy,Can't get past the menu without the included headset
Obscure (2005),untested,untested,untested,untested,untested,untested,playable,playable,intro,untested,untested,intro,Gora,"The game runs pretty well and can be played through (on xefu 7/7b). Brightness seetings cannot be changed, In the newest xefus, the game gets stuck in the Xbox logo before an error message pop up."
Oddworld: Munch’s Oddysee,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,in-game,LazyIllusion,"Xefu7 officially supported, but most sounds apart from music are very distant or silent, the ""backstory"" fmv is glitchy while some others fmvs have frame drops, frame rate drops sometimes."
Oddworld: Stranger’s Wrath,menus,menus,menus,menus,menus,menus,menus,menus,menus,menus,menus,menus,"LazyIllusion, Exzedo, Broken Scholar",Intro FMVs are laggy and/or glitched depending on emulator version. Main menu options display as orange boxes on white background. All versions except xefu2021a/b/c reset to Xbox logo or gives a xbox encountered error message after initial loading screen. New game FMV plays on xefu2021c but freezes on a black screen after fmv.
Open Season,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,untested,RollPlayStation,The camera is jittery when running uphill on the Beaver Damage Stage.	Xbox 360 version is also available.
Operation Flashpoint: Elite,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Otogi 2: Immortal Warriors,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"/u/Shadowfire36, /u/maty15987",None
Otogi: Myth of Demons,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"/u/Shadowfire36, @JohnVeness#7994, /u/maty15987",Cosmetic glitch in menus with ripple dissolve effect and some texture flickering.
Outlaw Golf,untested,untested,untested,untested,untested,untested,intro,untested,untested,untested,untested,untested,/u/maty15987,Freeze after intro videos.
Outlaw Golf 2,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
Outlaw Golf: Holiday Golf,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,Gustavo_margutti,Crashes on Xbox logo.
Outlaw Golf: 9 Holes Of X-Mas,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987; Imadummy,Executable in root folder crashes to dashboard but both demos can be played from their own .xbe's
Outlaw Golf: 9 More Holes Of X-Mas,untested,untested,untested,untested,untested,supported,in-game,untested,untested,untested,untested,untested,/u/maty15987,Framerate issues
Outlaw Tennis,untested,untested,untested,supported,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
Outlaw Volleyball,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,/u/maty15987,Unstable framerate
Outlaw Volleyball: Red Hot,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
OutRun 2006: Coast 2 Coast,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,playable,/u/maty15987,"Xefu7 and most others are playable, however on ""collect the coins” missions the coins aren’t rendered, only xefu2021c does this.  All cores have occasional slight FPS drops and don’t correctly render the road/assets ahead in higher detail, it’s always low poly textures in the player’s viewpoint.  This can be considered a limitation of the emulator itself.  Initial load into the first race is very slow (minutes) due to the game loading up the virtual X,Y,Z partitions with cache data."
OutRun 2,untested,untested,untested,untested,untested,supported,playable,untested,untested,untested,untested,untested,"/u/maty15987, RollPlayStation",Audio loops occasionally get stuck. Graphics do not always stream in time around checkpoints. Performance drops during game play.
Over the Hedge,untested,untested,untested,supported,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,"While on the official list, freezes for some after start on both PAL and NTSC."
Pac-Man World 2,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"/u/maty15987, szymmirr","Game is playable. However, it can only be played if you transfer an already saved game from an Original Xbox to the Xbox 360 HDD as you will get the ""Error encountered while attempting to save"" error while trying to create new save file as you cannot save the game at all, but if save is transferred from OG Xbox to 360 it is playable. You can download a saved game here Pac-Man World 2 blank save."
Pac-Man World 3,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,/u/maty15987,"Random tearing in Pac-Man 3D Model, playable beyond that"
Pac-Man World Rally (prototype),untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,ItsAshleyFTW,Fatal Crash Interception
Painkiller: Hell Wars,untested,untested,untested,untested,untested,untested,playable,playable,unplayable,unplayable,untested,untested,/u/schmatzler; Imadummy (PAL versions),NTSC and German versions playable on xefu7b. General PAL version plays normally on xefu7.
Panzer Dragoon Orta,untested,untested,untested,untested,untested,untested,supported,playable,untested,untested,untested,untested,/u/RDR007,Crashes on PAL at the start of Episode 4 unless you use xefu7b.xex (official emulator fix).
Panzer Elite Action: Fields of Glory,untested,untested,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Pariah,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,untested,RollPlayStation,"There is a minor, but recurring, drop in performance during gameplay. The Loading bar does not display until it is almost full. There is a green line in the pre-game introduction video."
Payout Poker & Casino,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,szymmirr,Freezes on Xbox logo
Peter Jackson’s King Kong: The Official Game of the Movie,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Petit Copter,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
Phantasy Star Online Episode I & II,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,subrussian,Offline patch required to play as there's no way of connecting to Insignia (Xbox Live) on 360 for now. Freezes on entering the boss area in Caves in Episode 1
Phantom Crash,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,/u/forrvalhalla,"Xefu is supported, but suffers from consistent audio problems and low FPS."
Phantom Dust,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,subrussian,Occasional frame drops
Pilot Down: Behind Enemy Lines,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Pinball Hall of Fame - The Gottlieb Collection,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,ItsAshleyFTW,Plays well.
Pirates of the Caribbean,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,LazyIllusion,Frame rate issues
Pirates: The Legend of Black Kat,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Pitfall: The Lost Expedition,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Playboy: The Mansion,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Unknown,None
Plus Plumb 2,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
Pocketbike Racer,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,RollPlayStation,None
Pool Shark 2,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Stikmars,None
Powerdrome,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,Sky textures issues
Predator: Concrete Jungle,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Prince of Persia: The Sands of Time,supported,untested,untested,untested,untested,untested,playable,untested,playable,untested,untested,playable,"LazyIllusion, Morrigan0001","Frame rate drops in some areas, Trying to launch prince of persia 1 and 2 gives a black screen with audio."
Prince of Persia: The Two Thrones,in-game,in-game,intro,in-game,in-game,playable,playable,playable,playable,playable,playable,playable,"RoboGuerrero, Morrigan0001","Older xefu's: FMV don't stutter, Prince's shadow it's a square, the VFX lights remain on screen. On xefu3, freezes on the first loading. On xefu5, shadow is fixed. Up to xefu7b: All previous glitches are fixed, but FMV now stutter. Framerate drops when fighting larger groups of enemies with heavy light effects (glowing of Dark Prince's attacks). Newest xefu's: All fixed, no framedrops (I believe maybe I'm insane). On widescreen mode, FMV's are zoomed in to fit the screen (Pan and Scan)."
Prince of Persia: Warrior Within,in-game,in-game,intro,playable,in-game,playable,in-game,in-game,unplayable,unplayable,unplayable,unplayable,"MoeAbd96, Imadummy, szymmirr, RoboGuerrero, Morrigan0001","Normally you get a black screen after Ubisoft logo sequence while the Japanese version gets past the Ubisoft logo but then is stuck after the content disclaimer screen. If you change the Title ID to match Splinter Cell Chaos Theory (Demo), it will work fine. You can do this with HxD by changing 3B 00 53 55 to 38 00 53 55 at offset 18C or use the Config Loader xefu7. Framerate is far from ideal on xefu: 7, 7b. Might be a little less laggy on xefu 5, 6. No lag at all on oldest xefu's but VFX are broken, like all the screen is white, you can see a little and notice that the framerate is perfect. Error at Xbox logo on xefu2019, xefu2021a, xefu2021b, and xefu2021c. If the title id is changed to Splinter Cell Chaos Theory demo, gets past Xbox logo if the title id isn't changed but gets stuck on a black screen after the Ubisoft logo."
Prisoner of War,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Pro Cast Sports Fishing,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Imadummy,Lake texture issues
Pro Fishing Challenge,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,ItsAshleyFTW,None
Pro Race Driver,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Project Gotham Racing,in-game,in-game,in-game,in-game,in-game,in-game,supported,in-game,in-game,in-game,in-game,in-game,Wolf,"Game runs at slow speed during a race with xefu, xefu2, and xefu1_1. Performance is better but does still run slightly slow in some areas during a race with xefu3 and newer, despite xefu7 being officially supported."
Project Gotham Racing 2,in-game,in-game,in-game,playable,in-game,playable,supported,playable,playable,playable,playable,playable,"/u/RDR007, Selbats, Wolf","With xefu3 and earlier, car select screen shows black screen, but can be worked around by flipping through cars. Transmission select screen is always black and in-game music does not play. In-game pause menu doesn't open on first try. There may be low framerate during a race."
Project: Snowblind,untested,untested,untested,untested,untested,untested,menus,untested,untested,untested,untested,untested,"SlushieDX, LazyIllusion",Poorly renders the main menu the game's main menu options don't appear trying to get into actual game will cause a freeze
ProStroke Golf - World Tour 2007,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Psi-Ops: The Mindgate Conspiracy,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,LazyIllusion,None
Psychonauts,unplayable,unplayable,unplayable,playable,unplayable,supported,playable,playable,playable,untested,untested,playable,"Mr.SuS.60, kostaslgr7, MoeAbd96","You'll need to get a copy of the game that matches your console's region like EU on Pal or USA on NTSC This worked for Mr.SuS.60 and here are the results:
xefu : crash after intro  
xefu2 : crash after intro  
xefu3 : crash after intro  
xefu5 : works fine
xefu1_1 : crash after intro  
xefu6 : works fine  
xefu7 : works fine
xefu7b : works fine
xefu2019 : works fine
xefu2021c : works fine"
Psyvariar 2: Extend Edition,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
Pulse Racer,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,Unknown,Xbox logo
Pump It Up: Exceed,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,szymmirr,None
Pure Pinball,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,ItsAshleyFTW,None
Puyo Pop Fever,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,Japanese version officially supported. PAL works on modified console.
Quantum Redshift,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,Runs very well.
R: Racing Evolution,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Imadummy,"In the NTSC version there is a giant green circle blocking race intros and replays but they don't crash the game, while the PAL version plays normally. Framerate drops when many cars are on screen"
RalliSport Challenge,untested,untested,supported,untested,untested,untested,playable,untested,untested,untested,untested,untested,LazyIllusion,None
RalliSport Challenge 2,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"@gerg#2519 (reported not working), Believer40 (reported working), OddbOd (reported PAL version working on xefu7)","Freezes at Xbox logo for some (certain Xefu.xex or region?). If playable, has flickering transparent triangles glitching around the car while in game and during replays, but doesn't affect performance. Replay camera that moves around the car clips underneath the track. Sometimes before you start career mode while choosing a vehicle, the screen will turn black. Reset the game and it may work fine the next time."
Rally Fusion: Race of Champions,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Rapala Pro Fishing,untested,untested,untested,supported,untested,untested,playable,untested,untested,untested,untested,untested,ItsAshleyFTW,None
Rayman 3: Hoodlum Havoc,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,Stikmars,No voices and crashes on transition to play as Rayman
Rayman Arena,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
Raze’s Hell,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,playable,Sunnie64,"Slight framerate issues, intro logo lags on default, seemingly fixed on 2021c?"
Real World Golf,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,Imadummy,Game loads fine but needs a special controller to start
Rebellious Bullet,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,szymmirr,Crashes on Xbox logo
Red Dead Revolver,supported,playable,playable,untested,untested,untested,playable,untested,untested,untested,untested,untested,"Unknown, Lucaz ""BIG BOSS"" Andrade",Sometimes textures are missing in xefu7. But it runs fine in xefu2 & xefu3.
Red Faction II,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Red Ninja: End of Honor,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,untested,untested,untested,untested,Biowd,"Always crashes during loading screen near the end of 1st mission after 2 cutscenes of getting the blowgun and arriving at the theather, preventing further progress. On Hard difficulty game crashes even during gameplay, seems random, possibly due to more enemies in this difficulty. Tested all xefu's and its the same."
RedCard 20-03,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Reign of Fire,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,Shadow problems
Rent a Hero No. 1,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"/u/maty15987, subrussian","English prototype tested. Freezes after plugging the ""Creamcast"" on TV and trying to save"
Reservoir Dogs,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,RollPlayStation,None
Return to Castle Wolfenstein: Tides of War,in-game,in-game,playable,playable,in-game,playable,supported,in-game,playable,playable,playable,playable,"SlushieDX, Axelcritico.","Pretty poor framerate but that might be normal. -SlushieDX.
[xefu, xefu2, xefu7b: Worst performance and screen glitches.] 
[xefu3. xefu5, xefu1_1, xefu7, xefu2019, xefu2021a, xefu2021b, xefu2021c: Better performance but not perfect. Without glitches.] 
Generally what causes a lot of fps drops is destroying objects in the environment. -Axelcritico."
Re-Volt (Beta) (Unreleased),intro,intro,intro,intro,intro,intro,intro,intro,intro,intro,intro,intro,"/u/schmatzler, Wolf",Console freeze on startup
Richard Burns Rally,untested,untested,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
RLH: Run Like Hell,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,RollPlayStation,None
RoadKill,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,RollPlayStation,None
Robin Hood: Defender of the Crown,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,RollPlayStation,None
Robocop,intro,intro,intro,intro,intro,intro,intro,intro,intro,untested,untested,intro,Stikmars/Trex1967,Crashes to xbox logo after intro
Robot Wars: Extreme Destruction,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,@oreos420#6530,None
Robotech: Battlecry,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Stikmars,None
Robotech: Invasion,untested,untested,untested,untested,untested,untested,menus,untested,untested,untested,untested,menus,"/u/RDR007, Sunnie64",Major graphical issues in main menu unable to select anything.
Robots,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Robots Multi-Player Xbox® Racing Game,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,ItsAshleyFTW,"This game is a bonus on the 2005 ""Robots"" DVD. The only file that's needed is the ""default.xbe"" on the root of the disc."
Rocky,untested,untested,untested,untested,untested,untested,playable,supported,untested,untested,untested,untested,/u/maty15987,None
Rocky: Legends,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Rogue Ops,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Rogue Trooper,untested,untested,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
RollerCoaster Tycoon,intro,intro,intro,intro,intro,intro,intro,intro,unplayable,unplayable,unplayable,unplayable,"@Hamiltron#2183, /u/maty15987, LazyIllusion, RollPlayStation",Hangs at title screen none of the xefu files fix it. Xefu2019-2021c crash on Xbox logo.
Rolling,untested,untested,untested,untested,untested,untested,menus,untested,untested,untested,untested,untested,Imadummy,Skipping intro video will freeze to black screen. After it plays out menus will show up but game will load to black screen
Room Zoom: Race for Impact,untested,untested,untested,untested,untested,untested,menus,untested,untested,untested,untested,untested,ItsAshleyFTW,Crashes after starting a race.
Rugby 06,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,ItsAshleyFTW,Plays well.
Rugby 2005,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Rugby Challenge 2006,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Rugby League,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Imadummy,"Xefu7 is supported, but crashes to dashboard."
Rugby League 2,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
S.C.A.R. - Squadra Corse Alfa Romeo,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,playable,"Imadummy (NTSC test), TechnoST",Playable on PAL console. Hangs on Xbox logo in NTSC 360.
Samurai Shodown V,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,/u/maty15987,Texture issues
Samurai Warriors,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,ItsAshleyFTW,None
Scaler,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,RollPlayStation,"Xefu through xefu6 render the environments but not characters. Xefu7 through 2021c do the opposite, rendering only the characters with glitchy levels."
Scarface: The World Is Yours,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"/u/maty15987, ddchampaigne","Incorrect aspect ratio, works perfectly otherwise"
