Title ID,Name,Publisher,Developer,Release date,Has Local Multiplayer,Has LAN Multiplayer,Has Online Multiplayer
'535107DB,"""Infinite Undiscovery""","""Square Enix""","""tri-Ace""",2008-02-09,FALSE,FALSE,FALSE
'57520829,"""Injustice: Gods Among Us""","""WB Games, Inc.""","""NetherRealm Studios""",2013-04-16,FALSE,FALSE,TRUE
'4E4D0801,"""Inversionâ„¢""","""NAMCO BANDAI Games""","""Saber Interactive""",2012-06-05,TRUE,FALSE,TRUE
'53450836,"""Iron Man 2""","""SEGA""","""SEGA Studios San Francisco""",2010-03-04,FALSE,FALSE,FALSE
'534507F2,"""Iron Man""","""Sega""","""Secret Level""",2008-01-01,FALSE,FALSE,FALSE
'4156081F,"""James Bond 007â„¢: Blood Stone""","""Activision""","""Bizarre Creations""",2010-11-02,FALSE,FALSE,TRUE
'455607D6,"""Jane's Advanced Strike Fighters""","""Evolved Games""","""Trickstar Games""",2013-02-19,TRUE,FALSE,TRUE
'545108AE,"""Jeopardy!""","""THQ Inc.""","""Pipeworks""",2012-10-16,FALSE,FALSE,TRUE
'4D4A07E5,"""Jillian Michaels Fitness Adventure""","""Majesco Entertainment""","""Majesco Entertainment""",2011-11-01,FALSE,FALSE,TRUE
'4B4E0841,"""Jimmie Johnson's Anything With An Engine""","""Konami Digital Entertainment""","""Isopod Labs & Autumn Games""",2011-10-25,FALSE,FALSE,TRUE
'484507D4,"""Jonah Lomu Rugby Challenge""","""Home Entertainment Suppliers Pty Ltd""","""Sidhe""",2011-09-08,FALSE,FALSE,TRUE
'5848081F,"""Junk Fu""","""Microsoft Studios""","""Wahoo Studios""",2012-01-30,FALSE,FALSE,FALSE
'41560870,"""Jurassic: The Hunted""","""Activision""","""Cauldron""",2009-10-10,FALSE,FALSE,FALSE
'534307E7,"""Just Cause 2""","""Square Enix""","""Avalanche Studios""",2010-07-09,FALSE,FALSE,FALSE
'534307D5,"""Just Cause""","""Square Enix""","""Avalanche Studios""",2008-01-01,FALSE,FALSE,FALSE
'55530888,"""Just Dance 3""","""Ubisoft""","""Ubisoft""",2011-10-07,FALSE,FALSE,FALSE
'555308B2,"""Just Dance Greatest Hits""","""Ubisoft""","""Ubisoft""",2012-06-26,FALSE,FALSE,FALSE
'55530877,"""Just Dance Kids 2""","""Ubisoft""","""Ubisoft""",2011-10-25,FALSE,FALSE,FALSE
'555308B3,"""Just Dance: Disney Party""","""Ubisoft Entertainment""","""Land Ho!""",2012-10-23,FALSE,FALSE,FALSE
'555308B5,"""Just DanceÂ® 4""","""Ubisoft""","""Ubisoft""",2013-01-08,FALSE,FALSE,FALSE
'4D5307D2,"""Kameo""","""Microsoft""","""Rare, Ltd.""",2010-06-01,FALSE,FALSE,FALSE
'534307F8,"""Kane & Lynch 2""","""Square Enix Ltd""","""IO Interactive""",2010-08-17,TRUE,FALSE,TRUE
'534307E0,"""Kane and Lynch: Dead Men""","""Eidos""","""IO Interactive""",2010-04-09,FALSE,FALSE,TRUE
'4B4E083F,"""Karaoke Revolution Glee:  Volume 3""","""Konami Digital Entertainment, Inc.""","""Hijinx Studios, LLC.""",2011-11-22,FALSE,FALSE,FALSE
'4B4E0803,"""Karaoke Revolution""","""Konami Digital Entertainment, Inc.""","""Blitz Games Studios""",2009-11-16,FALSE,FALSE,FALSE
'4D5308ED,"""Kinect Adventures!""","""Microsoft Game Studios""","""Good Science Studio""",2010-11-04,TRUE,FALSE,TRUE
'5858084B,"""Kinect for Xbox 360""","""Xbox LIVE""","""Xbox LIVE""",2010-11-04,FALSE,FALSE,TRUE
'58480817,"""Kinect Googly Eyes""","""Microsoft Game Studios""","""Good Science Studio""",2011-06-06,FALSE,FALSE,FALSE
'58480814,"""Kinect Me""","""Microsoft Game Studios""","""Good Science Studio""",2011-06-06,FALSE,FALSE,FALSE
'58480816,"""Kinect Sparkler""","""Microsoft Game Studios""","""Smoking Gun Inc.""",2011-07-26,FALSE,FALSE,FALSE
'4D530A55,"""Kinect Sports Ultimate Collection""","""Microsoft Studios""","""Rare""",2012-09-18,TRUE,FALSE,TRUE
'4D5308C9,"""Kinect Sports""","""Microsoft Games Studios""","""Rare""",2010-11-04,TRUE,FALSE,TRUE
'4541093E,"""Kingdoms of Amalur: Reckoning""","""Electronic Arts, Inc.""","""38 Studios / Big Huge Games""",2012-02-07,FALSE,FALSE,FALSE
'4E4D0821,"""Knights Contract""","""NAMCO BANDAI Games America Inc.""","""Game Republic, Inc.""",2011-02-22,FALSE,FALSE,FALSE
'534E07D2,"""KOF XII""","""SNK PLAYMORE CORPORATION""","""SNK PLAYMORE CORPORATION""",2009-10-23,FALSE,FALSE,TRUE
'4B4E07E2,"""KR: AI Encore""","""Konami""","""Blitz Games""",2009-08-07,TRUE,FALSE,TRUE
'424507D1,"""KUF: Circle of Doom""","""Microsoft""","""Blueside Inc.""",2008-01-01,TRUE,FALSE,TRUE
'54510874,"""Kung Fu Panda 2""","""THQ Inc.""","""Griptonite Games""",2011-03-30,FALSE,FALSE,FALSE
'415607F2,"""Kung Fu Panda""","""Activision""","""Luxoflux""",2010-04-05,FALSE,FALSE,FALSE
'4C5307ED,"""Kung-Fu High Impact""","""Ignition Games""","""Virtual Air Guitar Company""",2011-11-24,FALSE,FALSE,FALSE
'5454086C,"""L.A. Noire""","""Rockstar Games""","""Team Bondi""",2011-05-17,FALSE,FALSE,FALSE
'534307EA,"""Lara Croft Tomb Raiderâ„¢ Anniversary""","""Square Enix""","""Crystal Dynamics""",2010-09-21,FALSE,FALSE,FALSE
'584807E3,"""Last.fm""","""Microsoft Corporation""","""Microsoft Corporation""",2009-11-09,FALSE,FALSE,TRUE
'454108D4,"""Left 4 Dead 2""","""Electronic Arts""","""Valve""",2010-04-22,TRUE,FALSE,TRUE
'45410830,"""Left 4 Dead""","""Valve""","""Valve""",2009-09-28,TRUE,FALSE,TRUE
'565507F9,"""Legend of Spyro""","""Activision""","""Etranges Libellules""",2008-10-21,FALSE,FALSE,FALSE
'475007D3,"""Legendary""","""Gamecock Media Group""","""Spark Unlimited""",2008-11-04,FALSE,FALSE,TRUE
'575207D7,"""LEGO Batman""","""WARNER BROS INTERACTIVE""","""Traveller's Tales (UK), Ltd.""",2010-06-09,FALSE,FALSE,FALSE
'4C4107DF,"""LEGO Indiana Jones""","""LucasArts""","""Traveller's Tales (UK), Ltd.""",2008-06-02,FALSE,FALSE,FALSE
'575207F0,"""LEGO Rock Band""","""MTV Games""","""Harmonix Music Systems, Inc.""",2009-11-03,FALSE,FALSE,FALSE
'4C4107D1,"""LEGO Star Wars II: The Original Trilogy""","""Disney Interactive Studios""","""Traveller's Tales (UK), Ltd.""",2008-01-01,FALSE,FALSE,FALSE
'4C4107F3,"""LEGO Star Wars III: The Clone Wars""","""Disney Interactive Studios""","""Traveller's Tales""",2011-03-22,FALSE,FALSE,FALSE
'57520817,"""LEGOÂ® Batmanâ„¢ 2:  DC Super Heroes""","""Warner Bros. Interactive Entertainment""","""TT Games""",2012-06-19,FALSE,FALSE,FALSE
'57520812,"""LEGOÂ® Harry Potterâ„¢: Years 5-7""","""Warner Bros. Interactive Entertainment""","""TT Games""",2011-11-07,FALSE,FALSE,FALSE
'4C4107ED,"""LEGOÂ® Indiana Jonesâ„¢ 2""","""Disney Interactive Studios""","""Traveller's Tales (UK), Ltd.""",2010-05-17,FALSE,FALSE,FALSE
'4C4107D7,"""LEGOÂ® Star Warsâ„¢: The Complete Saga""","""LucasArts""","""Traveller's Tales (UK), Ltd.""",2009-12-03,TRUE,FALSE,TRUE
'5752081D,"""LEGOÂ® The Lord of the Ringsâ„¢""","""Warner Bros. Interactive Entertainment""","""TT Games""",2012-10-30,FALSE,FALSE,FALSE
'434D0822,"""Leisure Suit Larry""","""Codemasters Software Company Limited""","""Team 17 Software Ltd""",2008-01-01,FALSE,FALSE,FALSE
'54540899,"""Let's Cheer!â„¢""","""2K Play""","""Cat Daddy Games""",2011-11-15,FALSE,FALSE,FALSE
'4D530888,"""Lips""","""Microsoft""","""iNiS""",2010-03-01,FALSE,FALSE,TRUE
'4D5308AF,"""Lipsâ„¢: Number One Hits""","""MGS""","""iNiS""",2009-10-31,FALSE,FALSE,FALSE
'41560886,"""LLWS2010""","""Activision""","""Now Production""",2010-04-23,FALSE,FALSE,FALSE
'434D07D2,"""LMA Manager 2007""","""Codemasters Software Company Limited""","""Codemasters""",2008-01-01,FALSE,FALSE,FALSE
'565707D0,"""Lollipop Chainsaw""","""Warner Bros. Interactive Entertainment / Kadokawa Games""","""GRASSHOPPER MANUFACTURE""",2012-06-12,FALSE,FALSE,FALSE
'53450843,"""London 2012 - The Official Video Game of the Olympic Games""","""Sega""","""Sega Studios Australia""",2012-06-26,FALSE,FALSE,TRUE
'575207D2,"""Looney Tunes: AA""","""N/A""","""RedTribe""",2008-01-01,TRUE,FALSE,TRUE
'4D5307FA,"""Lost Odyssey""","""Microsoft""","""Mistwalker / feelplus""",2008-01-01,FALSE,FALSE,FALSE
'434307ED,"""LOST PLANET 2""","""CAPCOM CO., LTD.""","""CAPCOM CO., LTD.""",2010-05-11,TRUE,FALSE,TRUE
'43430830,"""Lost Planet 3""","""Capcom""","""Spark Unlimited""",2013-08-27,FALSE,FALSE,TRUE
'434307DE,"""LOST PLANET COLONIES""","""CAPCOM Co., Ltd.""","""CAPCOM""","""N/A""",FALSE,FALSE,TRUE
'434307D3,"""LOST PLANET""","""CAPCOM Co., Ltd.""","""CAPCOM""",2008-01-01,FALSE,FALSE,TRUE
'5553080F,"""Lost Via Domus""","""UbiSoft""","""Ubisoft Montreal""",2008-02-26,FALSE,FALSE,FALSE
'575207F1,"""LOTG""","""WB Games, Inc.""","""Krome Studios""",2010-09-14,FALSE,FALSE,FALSE
'454107DF,"""LOTR, BFME II""","""Electronic Arts""","""Electronic Arts Los Angeles""",2008-01-01,FALSE,FALSE,TRUE
'45410852,"""LOTR: Conquest""","""Electronic Arts""","""Pandemic Studios LLC""",2010-07-22,FALSE,FALSE,FALSE
'475807D1,"""Lucha Libre AAA""","""Slang""","""Immersion Games""",2014-01-21,FALSE,FALSE,TRUE
'4156081D,"""Madagascar 2""","""Activision""","""Toys For Bob""",2008-01-01,FALSE,FALSE,FALSE
'44500801,"""Madagascar 3: The Video Game""","""D3Publisher of America, Inc.""","""Vicious Cycle Software, Inc.""",2012-06-01,FALSE,FALSE,FALSE
'454107D2,"""Madden NFL 06""","""Electronic Arts""","""Electronic Arts - Tiburon""",2008-01-01,FALSE,FALSE,FALSE
'454107EB,"""Madden NFL 07""","""Electronic Arts""","""Electronic Arts - Tiburon""",2008-01-01,FALSE,FALSE,FALSE
'4541081D,"""Madden NFL 08""","""Electronic Arts""","""Electronic Arts - Tiburon""",2008-01-01,FALSE,FALSE,TRUE
'45410864,"""Madden NFL 09""","""Electronic Arts""","""Electronic Arts - Tiburon""",2008-01-01,FALSE,FALSE,TRUE
'454108C6,"""Madden NFL 10""","""Electronic Arts Inc.""","""Electronic Arts - Tiburon""",2009-12-30,FALSE,FALSE,FALSE
'454108FE,"""Madden NFL 11""","""Electronic Arts Inc.""","""Electronic Arts - Tiburon""",2010-07-04,TRUE,FALSE,TRUE
'45410969,"""Madden NFL 12""","""ELECTRONIC ARTS""","""ELECTRONIC ARTS""",2011-07-15,TRUE,FALSE,TRUE
'45410937,"""Madden NFL 12""","""Electronic Arts""","""Tiburon""",2011-08-30,TRUE,FALSE,TRUE
'545407E6,"""Mafia II""","""2K Games""","""2K Czech""",2010-08-24,FALSE,FALSE,FALSE
'58410B3F,"""Magic 2012""","""Microsoft Studios""","""Wizards of the Coast LLC/ Stainless Games Ltd.""",2010-12-20,TRUE,FALSE,TRUE
'4E4D080C,"""Magnacarta2""","""NAMCO BANDAI Games Inc.""","""SOFTMAX CO.,LTD.""",2010-01-20,FALSE,FALSE,FALSE
'4E4D080B,"""Magnacarta2""","""NAMCO BANDAI Games Inc.""","""SOFTMAX CO.,LTD.""",2009-10-13,FALSE,FALSE,FALSE
'4E4D0816,"""Majin and the Forsaken Kingdom""","""BANDAI NAMCO Entertainment Inc.""","""Game Republic""",2011-01-20,FALSE,FALSE,FALSE
'5454088E,"""Major League Baseball 2K11""","""2K Sports""","""Visual Concepts Entertainment""",2011-03-01,FALSE,FALSE,FALSE
'555308AD,"""Marvel Avengersâ„¢: Battle for Earth""","""Ubisoft""","""Ubisoft Quebec""",2012-10-30,TRUE,FALSE,TRUE
'5451089B,"""Marvel Super Hero Squad: Comic Combat""","""THQ, Inc.""","""Griptonite Games""",2011-11-15,FALSE,FALSE,FALSE
'54510860,"""Marvel Super Hero Squad: The Infinity Gauntlet""","""Nordic Games GmbH""","""Griptonite Games, Inc.""",2013-09-13,TRUE,FALSE,FALSE
'43430806,"""MARVEL VS. CAPCOM 3""","""CAPCOM CO.,LTD.""","""CAPCOM CO.,LTD.""",2799-12-30,FALSE,FALSE,TRUE
'4156082F,"""Marvel: Ultimate Alliance 2""","""Activision""","""Vicarious Visions""",2799-12-30,TRUE,FALSE,TRUE
'415607DA,"""Marvel: Ultimate Alliance""","""Activision""","""Raven Software""",2008-01-01,TRUE,FALSE,TRUE
'454108CE,"""Mass Effect 2""","""Electronic Arts""","""BioWare""",2010-01-26,FALSE,FALSE,FALSE
'4D5307E8,"""Mass Effect""","""Microsoft Game Studios""","""BioWare Corp.""",2007-11-20,FALSE,FALSE,FALSE
'5454086B,"""Max Payne 3""","""Rockstar Games""","""Rockstar Studios""",2012-05-15,FALSE,FALSE,TRUE
'455607D8,"""Mayhem""","""Evolved Games""","""Left Field Productions""",2011-03-08,FALSE,FALSE,TRUE
'454107F6,"""Medal of Honor Airborne""","""Electronic Arts""","""Electronic Arts Los Angeles""",2010-05-27,FALSE,FALSE,TRUE
'454108F7,"""Medal of Honor""","""Electronic Arts""","""EALA + DICE""",2010-03-01,FALSE,FALSE,TRUE
'45410993,"""Medal of Honorâ„¢ Warfighter""","""Electronic Arts""","""Danger Close Games""",2012-10-23,FALSE,FALSE,TRUE
'425607D4,"""Meet the Robinsons""","""Disney Interactive Studios""","""Avalanche Software""",2009-12-30,FALSE,FALSE,FALSE
'5451085C,"""MegaMind: Ultimate Showdown""","""THQ Studio Australia""","""THQ INC.""",2010-08-10,FALSE,FALSE,FALSE
'415608D3,"""Men in Black: Alien Crisis""","""Activision""","""Fun Labs""",2012-10-16,FALSE,FALSE,FALSE
'45410828,"""Mercenaries 2""","""ELECTRONIC ARTS""","""PANDEMIC STUDIOS""",2010-06-16,TRUE,FALSE,TRUE
'4B4E080A,"""METAL GEAR RISING: REVENGEANCE""","""Konami Digital Entertainment""","""PlatinumGames Inc.""",2013-02-19,FALSE,FALSE,FALSE
'4B4E0840,"""METAL GEAR SOLID HD EDITION: 2 & 3""","""Konami Digital Entertainment""","""Kojima Productions""",2011-11-08,FALSE,FALSE,FALSE
'4B4E083C,"""METAL GEAR SOLID PEACE WALKER HD EDITION""","""Konami Digital Entertainment Co., Ltd.""","""Konami Digital Entertainment Co., Ltd.""",2011-11-08,TRUE,FALSE,TRUE
'54510842,"""Metro 2033""","""Deep Silver""","""4A Games""",2010-03-16,FALSE,FALSE,FALSE
'5451089E,"""Metro: Last Light""","""THQ Inc.""","""4A Games""",2799-12-30,FALSE,FALSE,FALSE
'55530851,"""Michael Jackson The Experience""","""Ubisoft""","""Ubisoft""",2011-04-12,FALSE,FALSE,FALSE
'464F07E1,"""Michael Phelps: Push The Limit""","""505 Games""","""Blitz Games Studios""",2011-06-24,FALSE,FALSE,TRUE
'545407F8,"""Midnight Club: Los Angeles Complete""","""Rockstar Games""","""Rockstar San Diego""",2010-07-06,FALSE,FALSE,TRUE
'535107F1,"""Mindjack""","""square-enix""","""feel plus""",2011-01-27,TRUE,FALSE,TRUE
'534307E4,"""MINI NINJASâ„¢""","""Square Enix""","""IO Interactive""",2009-09-08,FALSE,FALSE,FALSE
'5A5007D1,"""Minute To Win It""","""Zoo Games""","""SDP Games""",2012-05-29,TRUE,FALSE,FALSE
'45410850,"""Mirror's Edgeâ„¢""","""Electronic Arts""","""DICE""",2010-06-22,FALSE,FALSE,FALSE
'4156088C,"""MJ Path of Destruction""","""Activision Blizzard""","""Virtuos Holdings""",2010-10-05,FALSE,FALSE,FALSE
'54540855,"""MLB 2K10""","""Take Two Interactive""","""Visual Concepts Entertainment""",2799-12-30,FALSE,FALSE,TRUE
'5454089E,"""MLB 2K12""","""2K Sports""","""Visual Concepts Entertainment""",2012-03-06,FALSE,FALSE,FALSE
'545407D3,"""MLB 2K6""","""2K Games""","""Kush Games""",2008-01-01,FALSE,FALSE,FALSE
'545407FA,"""MLB 2K7""","""2K Games""","""Kush Games""",2008-01-01,FALSE,FALSE,TRUE
'54540817,"""MLB 2K8""","""2K Sports""","""2K Los Angeles""",2008-01-01,FALSE,FALSE,FALSE
'54540842,"""MLB 2K9""","""2K Sports""","""Visual Concepts Entertainment""",2009-06-25,FALSE,FALSE,FALSE
'584108B4,"""MLB Stickball Full Version""","""2K""","""Gaia Industries""",2010-06-28,TRUE,FALSE,TRUE
'5454082F,"""MLBÂ® Front Office Mgr""","""2K Games""","""Blue Castle Games""",2009-01-26,FALSE,FALSE,TRUE
'4541086F,"""MONOPOLY""","""Electronic Arts""","""EA Bright Light""",2009-12-03,FALSE,FALSE,FALSE
'454108F5,"""MONOPOLYÂ® Streets""","""Electronic Arts""","""Electronic Arts""",2010-10-25,FALSE,FALSE,TRUE
'4156082A,"""Monsters vs. Aliens""","""Activision""","""Beenox""",2008-01-01,FALSE,FALSE,FALSE
'464F07D7,"""MorphX""","""505 Games""","""Targem Games""",2010-04-19,FALSE,FALSE,FALSE
'575207FD,"""Mortal Kombat""","""WB Games, Inc.""","""NetherRealm Studios""",2011-04-19,TRUE,FALSE,TRUE
'4D4A07E6,"""Motion Explosion""","""Majesco Entertainment""","""Artech Studios""",2010-11-01,FALSE,FALSE,FALSE
'55530887,"""MotionSports: Adrenaline""","""Ubisoft""","""Ubisoft""",2011-10-25,TRUE,FALSE,FALSE
'55530850,"""Motionsportsâ„¢""","""Ubisoft""","""Ubisoft Milan - Ubisoft Barcelona""",2010-11-04,FALSE,FALSE,FALSE
'545107D4,"""MotoGP 06""","""THQ""","""Climax Racing Ltd""",2008-01-01,FALSE,FALSE,TRUE
'545107F6,"""MotoGP 07""","""THQ""","""Climax Racing Ltd""",2008-01-01,FALSE,FALSE,TRUE
'434307E6,"""MotoGP 08""","""CAPCOM Co., Ltd.""","""Milestone""",2010-08-10,FALSE,FALSE,TRUE
'434307F0,"""MotoGPâ„¢ 09/10""","""CAPCOM""","""Monumental Games""",2010-03-16,FALSE,FALSE,TRUE
'584108BC,"""Mr.DRILLER Online""","""Namco""","""NAMCO BANDAI Games Inc.""",2010-01-04,FALSE,FALSE,TRUE
'4C5307EC,"""MUD - FIM Motocross World Championship""","""NAMCO BANDAI Games America Inc.""","""Milestone S.r.l.""",2013-02-12,FALSE,FALSE,TRUE
'5848081E,"""Musical Feet""","""Microsoft Studios""","""Smoking Gun Interactive""",2011-10-24,FALSE,FALSE,FALSE
'5848081D,"""Mutation Station""","""Microsoft Studios""","""Relentless Software""",2011-09-26,FALSE,FALSE,FALSE
'54510829,"""MX vs ATV Reflex""","""THQ""","""Rainbow""",2009-12-01,FALSE,FALSE,FALSE
'5451087B,"""MX vs. ATV Alive""","""THQ Inc.""","""THQ Digital Studios Phoenix""",2011-05-10,FALSE,FALSE,TRUE
'545107DE,"""MX vs. ATV: Untamed""","""THQ""","""Rainbow Studios""",2010-01-13,FALSE,FALSE,TRUE
'454108E5,"""MySims SkyHeroesâ„¢""","""Electronic Arts""","""Artificial Mind & Movement""",2010-08-05,FALSE,FALSE,TRUE
'585407D9,"""N/A""","""N/A""","""N/A""","""N/A""",FALSE,FALSE,FALSE
'55530883,"""N/A""","""N/A""","""N/A""","""N/A""",FALSE,FALSE,FALSE
'545408A2,"""N/A""","""N/A""","""N/A""","""N/A""",FALSE,FALSE,FALSE
'545108B1,"""N/A""","""N/A""","""N/A""","""N/A""",FALSE,FALSE,FALSE
'41560898,"""N/A""","""N/A""","""N/A""","""N/A""",FALSE,FALSE,FALSE
'4B4D07E0,"""nail'd""","""Deep Silver""","""Techland""",2010-08-05,FALSE,FALSE,TRUE
'425607DB,"""Narnia: Prince Caspian""","""Disney""","""Traveller's Tales""",2008-05-15,TRUE,FALSE,FALSE
'555307E5,"""Naruto Rise Of A Ninja""","""UbiSoft""","""Ubisoft Montreal""",2010-06-01,FALSE,FALSE,TRUE
'4E4D0819,"""NARUTO SHIPPUDEN: ULTIMATE NINJA STORM 2""","""NAMCO BANDAI Games America Inc.""","""Cyber Connect 2 Co., Ltd.""",2010-09-28,FALSE,FALSE,TRUE
'4E4D0842,"""NARUTO SHIPPUDEN: Ultimate Ninja STORM Generations""","""NAMCO BANDAI Games America Inc.""","""CyberConnect2 Co., Ltd.""",2012-02-23,FALSE,FALSE,TRUE
'55530825,"""Naruto The Broken Bond""","""UbiSoft""","""Ubisoft""",2008-01-01,FALSE,FALSE,TRUE
'41560893,"""NASCAR The Game 2011""","""Activision""","""Eutechnyx""",2011-03-29,FALSE,FALSE,TRUE
'45410814,"""NASCARÂ® 08""","""Electronic Arts""","""EA Tiburon""",2008-01-01,FALSE,FALSE,TRUE
'415608BB,"""NASCARÂ® Unleashed""","""Activision""","""Firebrand Games""",2012-08-07,FALSE,FALSE,FALSE
'4C5307DB,"""Nat Geo Quiz! Wild Life""","""Black Bean Games""","""Gusto Games""",2010-05-28,FALSE,FALSE,FALSE
'494F07E8,"""National Geographic Challenge!""","""Ignition Games""","""Gusto Games""",2011-10-25,FALSE,FALSE,FALSE
'464F07D8,"""Naughty Bear""","""505 Games""","""Artificial Mind & Movement""",2010-08-09,FALSE,FALSE,FALSE
'464F07D9,"""Naval Assault""","""505 Games""","""Artech Studios""",2010-06-01,TRUE,FALSE,FALSE
'54540852,"""NBA 2K10""","""Take Two Interactive""","""Visual Concepts Entertainment""",2009-10-06,TRUE,FALSE,TRUE
'5454087A,"""NBA 2K11""","""2K Sports""","""Visual Concepts Entertainment""",2010-08-10,TRUE,FALSE,TRUE
'54540894,"""NBA 2K12""","""2K Sports""","""Visual Concepts Entertainment""",2011-10-04,TRUE,FALSE,TRUE
'545407E2,"""NBA 2K6""","""2K Games""","""Visual Concepts Entertainment""",2008-01-01,FALSE,FALSE,FALSE
'5454080C,"""NBA 2K8""","""2K Games""","""Visual Concepts Entertainment""",2008-01-01,FALSE,FALSE,FALSE
'54540829,"""NBA 2K9""","""2K Sports""","""Visual Concepts Entertainment""",2008-10-07,FALSE,FALSE,FALSE
'4D4A07E8,"""NBA Baller Beats""","""Majesco Entertainment""","""HB-Studios""",2012-09-11,FALSE,FALSE,FALSE
'4D5707DA,"""NBA Ballers:Chosen One""","""Midway Home Entertainment Inc.""","""Midway Amusement Games, LLC""",2008-01-01,FALSE,FALSE,TRUE
'4541094C,"""NBA JAM""","""Electronic Arts Inc.""","""Electronic Arts Canada""",2010-11-23,FALSE,FALSE,TRUE
'454107D8,"""NBA LIVE 06""","""Electronic Arts""","""Electronic Arts Canada""",2008-01-01,FALSE,FALSE,FALSE
'454107F1,"""NBA LIVE 07""","""Electronic Arts""","""Electronic Arts Canada""",2008-01-01,FALSE,FALSE,TRUE
'4541082B,"""NBA LIVE 08""","""Electronic Arts""","""Electronic Arts Canada""",2008-01-01,TRUE,FALSE,FALSE
'4541087A,"""NBA LIVE 09""","""Electronic Arts""","""Electronic Arts Canada""",2008-01-01,FALSE,FALSE,TRUE
'454108C1,"""NBA LIVE 10""","""Electronic Arts""","""Electronic Arts Canada""",2009-10-22,TRUE,FALSE,TRUE
'454107F7,"""NBA STREET Homecourt""","""Electronic Arts""","""Electronic Arts Canada""",2010-07-13,FALSE,FALSE,FALSE
'4541088A,"""NCAAÂ® Basketball 09""","""Electronic Arts""","""Electronic Artsâ„¢ Canada""",2008-01-01,FALSE,FALSE,TRUE
'454108C3,"""NCAAÂ® Basketball 10""","""Electronic Artsâ„¢""","""Electronic Artsâ„¢ Canada""",2009-10-28,FALSE,FALSE,FALSE
'454107E8,"""NCAAÂ® Football 07""","""Electronic Arts""","""Electronic Arts - Tiburon""",2008-01-01,FALSE,FALSE,FALSE
'4541081A,"""NCAAÂ® Football 08""","""Electronic Arts""","""Electronic Arts - Tiburon""",2008-01-01,TRUE,FALSE,TRUE
'4541085D,"""NCAAÂ® Football 09""","""Electronic Arts""","""Electronic Arts - Tiburon""",2008-01-01,FALSE,FALSE,TRUE
'45410900,"""NCAAÂ® Football 11""","""Electronic Arts Inc.""","""Electronic Arts - Tiburon""",2010-06-12,FALSE,FALSE,TRUE
'4541094E,"""NCAAÂ® Football 12""","""Electronic Arts Inc.""","""Electronic Arts - Tiburon""",2011-07-12,FALSE,FALSE,TRUE
'4541098A,"""NCAAÂ® Football 13""","""EA SPORTS""","""EA Tiburon""",2012-07-10,FALSE,FALSE,TRUE
'454107F2,"""NCAAÂ® March MadnessÂ®07""","""Electronic Arts""","""Electronic Artsâ„¢ Canada""",2008-01-01,FALSE,FALSE,TRUE
'45410837,"""NCAAÂ® March MadnessÂ®08""","""Electronic Arts""","""Electronic Artsâ„¢ Canada""",2008-01-01,FALSE,FALSE,TRUE
'55530881,"""NCIS The Video Game""","""Ubisoft""","""Ubisoft""",2011-10-25,FALSE,FALSE,FALSE
'4541094A,"""NEED FOR SPEED THE RUN""","""Electronic Arts""","""Black Box""",2011-10-10,FALSE,FALSE,FALSE
'454107EC,"""Need for Speedâ„¢ Carbon""","""Electronic Arts""","""EA Black Boxâ„¢""",2010-08-03,FALSE,FALSE,FALSE
'45410903,"""Need for Speedâ„¢ Hot Pursuit""","""Electronic Arts""","""Criterion Games""",2010-11-16,FALSE,FALSE,TRUE
'45410961,"""NEED FOR SPEEDâ„¢ MOST WANTED""","""Electronic Arts""","""Criterion Games""",2012-10-30,FALSE,FALSE,TRUE
'45410822,"""Need For Speedâ„¢ ProStreet""","""Electronic Arts""","""EA Black Boxâ„¢""",2010-08-03,FALSE,FALSE,TRUE
'454108B4,"""Need for Speedâ„¢ SHIFT""","""EA""","""Slightly Mad Studios""",2010-03-18,FALSE,FALSE,TRUE
'4B4E081F,"""NeverDead""","""Konami Digital Entertainment, Inc.""","""Rebellion""",2012-01-31,TRUE,FALSE,FALSE
'45410841,"""NFL Head Coach 09""","""Electronic Arts""","""Electronic Arts - Tiburon""",2008-01-01,FALSE,FALSE,TRUE
'45410835,"""NFL Tour""","""Electronic Arts""","""Electronic Arts - Tiburon""",2010-07-19,FALSE,FALSE,TRUE
'45410876,"""NFS Undercover""","""Electronic Arts""","""EA Black Boxâ„¢""",2010-06-05,TRUE,FALSE,TRUE
'54540853,"""NHL 2K10""","""Take Two Interactive""","""Visual Concepts Entertainment""",2009-08-10,TRUE,FALSE,FALSE
'545407E3,"""NHL 2K6""","""2K Games""","""Kush""",2008-01-01,FALSE,FALSE,TRUE
'545407EB,"""NHL 2K7""","""2K Games""","""Kush""",2008-01-01,FALSE,FALSE,TRUE
'54540809,"""NHL 2K8""","""2K Games""","""Kush""",2008-01-01,TRUE,FALSE,TRUE
'5454082E,"""NHL 2K9""","""2K Sports""","""Visual Concepts""",2008-09-09,FALSE,FALSE,TRUE
'454107F3,"""NHLÂ® 07""","""Electronic Arts""","""Electronic Arts Canada""",2008-01-01,FALSE,FALSE,TRUE
'45410820,"""NHLÂ® 08""","""Electronic Arts""","""Electronic Arts Canada""",2008-01-01,TRUE,FALSE,TRUE
'45410872,"""NHLÂ® 09""","""Electronic Arts""","""Electronic Arts Canada""",2008-01-01,FALSE,FALSE,TRUE
